word,source_book
한,2-1.csv
단체,2-1.csv
신용카드,2-1.csv
센터,2-1.csv
연극,2-1.csv
필요하다,2-1.csv
잠시,2-1.csv
동전,2-1.csv
경복궁,2-1.csv
광장,2-1.csv
화분,2-1.csv
공과금,2-1.csv
부럽다,2-1.csv
고치다,2-1.csv
주유소,2-1.csv
기온,2-1.csv
숲,2-1.csv
방송국,2-1.csv
놓다,2-1.csv
누르다,2-1.csv
귀걸이,2-1.csv
기쁘다,2-1.csv
이삿짐센터,2-1.csv
반대,2-1.csv
섞다,2-1.csv
두통약,2-1.csv
저금,2-1.csv
욕실,2-1.csv
